statement,label
every year in the united states between  and  severe vaccine reactions are reported to the centers for disease control not mild reactions severe reactions that land somebody in the hospital the intensive care unit or cause a permanent disability or death,0
odds of winning the monopoly millionaire instant win game are  in ,1
obama has voted in the united states senate to increase taxes on people who make as low as  a year,0
new jersey has had seven credit downgrades since chris christie became governor,1
surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid,1
our federal government has lent  billion to the stateowned oil company of brazil to allow them to explore for oil and gas,0
ronald reagan banned ownership of fully automatic rifles he supported the assault weaspons ban,1
over  years ago the united states had declared war on islam and thomas jefferson led the charge,0
the first state budget that came out of our republican leadership slashed funding to planned parenthoodit resulted in the reduction of hours the elimination of days elimination of access to women in my city and all over my state,1
says he started the pacur plastics manufacturing company he owns,1
the united states has seen a net loss of people with health insurance because of obamacare,0
i have never lobbied for offshore oil drilling,0
glenn hegar promised to eliminate the property tax,0
when the milwaukee county mental health facility is full cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that,0
says mitt romney is proposing a tax cut that gives an average of  to every millionaire in this country,1
says abortion clinics in oregon as in most states have no state oversight and are not held to basic health or safety standards,0
the budget for the consumer financial protection bureau is only about  percent of the amount banks generate just from late fees and overdraft fees,1
says that rick santorum voted for the unions over fedex,1
when president abrahamlincoln signed his emancipation proclamation there were over  slaveholders who were fighting in the union army,0
eightythree law enforcement officers have died in the line of duty this year twentyfour of them were shot and killed in cold blood,1
repeated requests for additional security in benghazi were routinely denied by hillary clintons state department,1
says the  state budget leaves  billion in a rainy day fund,1
there has never been an alderman who has defeated an incumbent mayor in the history of this great city,1
on running a civil and polite campaign,0
says  percent of oregonians oppose the death penalty,1
we closed that plant down it was a  milliondollar plant operating full steam and we closed it down,1
says president barack obama has taken less vacation days than any other president in a generation while congress has taken more vacation days than any other congress in history,0
less than two years ago we made a commitment to repay the us   taxpayers in full and today we made good on that promise,1
cory gardner is sponsoring a bill to ban all abortions right now,1
sometime in the next decade there will be more latinos in the state of texas than there are anglos that will happen sometime in the next five to eight to ten years,1
millennials will be  percent of the workforce in the next  years,0
over  percent of the provisional ballots cast in the  election were disqualified because those folks were not duly registered as voters,1
the fourth amendment was what we fought the revolution over john adams said it was the spark that led to our war for independence,1
the vast majority of people in this country are keeping their health insurance plan,1
the democratic health care law added  years of solvency to medicare,1
the only segment in the beer market that is growing is the craft beer segment,1
says anhourproposal in cleveland is the most aggressive minimum wage increase in the country,1
we are seeing kids who are healthier,1
 of rural women and  of all women are illiterate in morocco,0
kathleen peters refuses to take a stand to repeal obamacare,0
mccain says the price of a gas tax holiday would be about the same as a bridge to nowhere or another pork barrel project,0
says  billion in medicare cuts are coming,0
fences have not worked the great wall of china the berlin wall thats not good among peoples especially friends like the united states and mexico,1
says required state septic inspections would cost septic tank owners  to  every five years,1
says the multnomah county library system is the second busiest in the nation,1
one in  americans today get ssdi or ssi thats one in  americans who are disabled,1
 percent of the people who cast a provisional ballot in florida in the last presidential election  their vote did not count,1
the centerpiece of senator mccains education policy is to increase the voucher program in dc by  slots,0
the obama administration has been outsourcing by sending money to solar and wind energy companies that end up making their products outside the united states,1
on mandatory ultrasounds before abortions,1
hillary clintons state department sent three comedians to india on the make chai not war tour,1
currently the intelligence community can collect business records on lawabiding americans who have no connection to terrorism,1
even though chicago has the most stringent gun laws on the books it still has the highest murder rate in the country,1
says people who signed recall petitions against wisconsin state sen jim holperin received harassing phone calls from outofstate telemarketers claiming to represent the democratic party and insinuating foul play by petition circulators,1
virginia has a responsibility to fund  percent of public education and is payingjust  percent,0
uncompensated care has gone down by  percent just in the first few months of medicaid expansion in the states that adopted it,1
every time weve cut the capital gains tax the economy has grown whenever we raise the capital gains tax its been damaged,0
says jason carter has gotten david axelrod to come down and be his campaign advisor,0
kilmartin has helped pass laws to create a witness protection program,1
says rep renee ellmers voted for the government shutdown  times,1
i havent switched my position on the transpacific partnership trade deal,1
says barack obama is the first president to appoint  czars to replace elected officials in his office,0
john boehner wants to reopen a tax loophole that actually rewarded corporations for shipping jobs and profits overseas,1
nobody is leaving memphis thats a myth,0
florida seniors are exempt from losing medicare advantage under the federal health care bill,0
theres a tremendous tax that we pay when we american businesses go into china whereas when china sells to us theres no tax,0
i am very proud that over my almost  years of public service i have had no scandals,1
pat toomey advocated for eliminating all corporate taxes,1
health care reform requires the use of federal dollars to fund abortions through the governmentrun health plan,1
a lot of what cubas survival depends on is venezuelan oil money which is drying up,1
the ri board of elections has heard official testimony from providence residents who claim to have witnessed known illegal aliens voting in local elections,0
says obama called kagan a moderate he called sotomayor a moderate,1
today and every day an estimated  americans will lose their health insurance coverage,0
darryl hicks had seven ethics violations and didnt pay most of the fines,1
since president obama came into office another  million hispanics have joined the ranks of those in poverty the number of hispanic children living in poverty increased by  percent in that short period of time,0
the top  percent in recent years has earned  percent of all new income,1
forty percent of the fortune  were started either by immigrants or children of immigrants,1
the group that organized texas muslim capitol day in austin was recently listed as one of  organizations designated as a terrorist group by the united arab emirates,1
go look at a trump product theyre all made in china,0
nearly  out of  believe that money and wealth should be more evenly distributed among a larger percentage of the people in the us,1
public education has been permanently cutby  billion through changes in the standards of quality funding formula,1
this president went before the united nations and castigated israel for building settlements he said nothing about thousands of rockets being rained in on israel from the gaza strip,0
in its current state this bill is the most restrictive voter id legislation in the nation,1
president obama has the most border patrols and border security deployed at the border of any previous president,1
says as gop was picking a convention city i recommended ohio,0
washington has incentivized the militarization of local police precincts,1
says she was never a member of the georgia log cabin republicans,0
by spring  parents of  students in new york state had refused to let them take the common core tests,1
congressman perriello voted in lock step with nancy pelosi  percent of the time,1
in sen marco rubios state of florida alone social security lifts more than  count it  a million people out of poverty,1
donald trump would engage in a risky scheme to privatize social security,0
massachusetts schools are ranked no  of all  states,1
but for immigrants we would have a contracting population,0
the majority of the people that are coming to arizona and trespassing are now becoming drug mules,0
rhode island gives undocumented pregnant women health insurance plus a cash card with  a month on it and  a month or  a month to spend on food,0
says mark pryor continues to insist that obamacare is an amazing success,0
were only inches away from no longer being a free economy,0
the united states is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change,1
the us justice department has taken on more than  voting rights cases since ,1
on average it takes  americans working for a solid year to make as much money as one top ceo,1
says barack obama has played over  rounds of golf as president,1
team trump has accused ted cruz of fraud in iowa texas colorado oklahoma louisiana kansas maine utah and wisconsin,1
this years redistricting has been the most open interactive and transparent redistricting process in tennessee history,0
under economic sanctions now iran is suffering  percent inflation  percent unemployment,1
says that as wisconsin governor we ended welfare,1
in the th congressional district  of electric generation comes from coal,1
the folks in washington are already forcing you to buy government health care,0
says president barack obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore,0
up to  percent of illegal immigrants are not people that physically crossed the southern border or northern border they are visa overstayers,1
charlie crist worked with acorn to give felons voting rights,0
on support for gay marriage,0
this year we have added an average of  jobs per month a majority in the private sector a stark contrast to the bush administration record of losing an average of nearly  jobs per month in its last three months,1
republicans in congress refuse to list a single tax loophole they are willing to close,1
says hillary clintons iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money,0
obama thinks the national anthem should be id like to teach the world to sing,0
right now america has  trillion of student debt thats more than credit card debt,1
twentysix men named william have been elected to statewide office and only seven women have had the honor,1
when obama took office the economy of the united states was actually shrinking for the first time in about  years,0
says marco rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time,0
twice as much federal money is going back to hawaii virginia and alaska than is coming home to oregon,1
i didnt inherit money from my parents,1
if you tried to pay out  trillion by handing it out at  per second it would take more than  years,1
you cant put a gun rack in a chevrolet volt,0
the tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,1
israel has seen a  percent reduction in terrorist attacks that it attributes to building a mile fence,1
newt gingrich says electric coops and credit unions are governmentsponsored enterprises like freddie mac,0
attempts to find things like crime criminal activity indictment have been filtered out by google in favor of hillary clinton,0
the national science foundation spent  million paying seniors to play world of warcraft to study the impact it had on their brain,0
our government right now   is spending  percent more than what we take in,1
the biggest contribution behind a decrease in us unemployment was  million people leaving the workforce,0
if we choose obamacare expansion  will lose eligibility for their subsidies of which  would be forced into medicaid,1
says the us postal service has taken no taxpayer aid since  funds operations entirely from the sale of stamps and related products and makes an operational profit year after year,0
california has seen a  percent decline in the gun murder rate since the s,1
drug overdoses are now the secondmost common cause of death in new hampshire,0
congressman cicilline when he was the mayor of providence espoused a sanctuary city,0
says his opponent dorman grace brags on his facebook page about receiving illegal campaign contributions,1
says  percent of virginias medicaid cost is for seniors in nursing homes,0
less than onetenth of atlantas transportation needs are covered in a referendum to levy a cent sales tax,1
more than twothirds of the aliens the obama administration has brought to the united states under the presidents central american minors program werent actually minors at all,1
says chris abele opponent in milwaukee county executive race failed to finish  separate colleges dropping out all  times,1
obama signs bill forgiving all student loan debt,0
agallup report recently said that nearly  percent of small business owners arent hiring because of what they call regulatory uncertainty,1
obama says iran is a tiny country doesnt pose a serious threat,0
says that mitt romney while he was in arizona said he believes the states sb  immigration law should be the model for national immigration laws,0
toomey crossed party lines to stop gun sales to suspects on the terror watch list,0
twothirds of the people who start out in minimum wage are above the minimum wage within a year,1
the state of georgia lost  percent of its employees last year and that percentage has risen over the past three years,1
says hes the only licensed firearms dealer in america running for congress,1
on releasing photographs depicting the abuse of prisoners,0
says attorney general candidate jon richards went so far to say he would only enforce the laws with which he personally agreed,0
the pass rate for a high school level test to join the military is  to  percent,0
weve got some million of our fellow citizens who are living in poverty about million or million are children,1
cicilline continues to accept hundreds of thousands of dollars in lobbyist corporate pac and insider money to fund his campaign,0
borrowing in my  state budget is less than half that in my predecessors last budget and the lowest it has been in a decade,1
says the federal government mandates transexuals sic and homosexuals grabbing children in their strangerdanger zones in the name of airport security,0
every year since gov walker and the republicans have been in control of the legislature weve created fewer jobs according to the bureau of labor statistics,0
claims joe biden said coal is more dangerous than terrorists,0
an obama campaign tactic for rallying voters is to offer them cell phones,0
what is and isnt a schedule i narcotic is a job for congress,1
higher beer production and higher consumption go handinhand,0
we are now seeing a decrease in violent crime,1
says theres  billion in private investment along the streetcar,0
says arkansas republican rep tom cotton voted to provide congress with taxpayerfunded health care for life,0
israels per capita income is greater than probably threefourths of the rest of the world,1
well over  percent of felony cases all over the nation are committed by defendants who grew up in fatherabsent households,0
for his first interview as president barack obama chose arab tv for an apology,0
georgia is on track for  traffic fatalities this year a reversal of nine years of declines,1
more businesses are closing than opening in virginia today,0
we have record numbers of people living in poverty,1
obama served on a board with former weather underground member william ayers and that relationship with mr ayers on this board continued after ,1
says obama broke his promise to offer a comprehensive immigration bill in his first year,1
the media wont publish a real photo of trayvon martin with tattoos on his face,0
rand paul supports obamas negotiations with iran,0
for social security which is projected to remain solvent through  whitehouse has cosponsored a bill that    would extend the life of the program by an additional  years,1
a single parent with a couple kids can easily get  a year in public assistance in wisconsin,0
police in the united states are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since ,1
says hillary clinton viciously attacked women abused by bill clinton,0
a letter from bp to the minerals management service actually recommends improvements and specific recommendations around safety regulations should they choose to change them,0
we passed without frankly the help of the republican caucus we passed  tax cuts last year mostly aimed at the middle class and small businesses,1
under the iran deal if israel attacks iran were supposed to be on irans side,0
nobody suffered any lasting injuries from the cia interrogation program,0
im not one for name calling,0
says sen pat toomey even tried to shut down the federal government in order to eliminate funding for planned parenthood,0
wisconsin has one of the most progressive tax codes in the country,1
during the year kagan barred military recruiters from harvard law schools office of career services military recruiting actually went up,1
isis reaches about  million people a day through social media,1
texas added more jobs in  than any other state,1
in the primary election a rightwing group spent more than  to support supreme court justice rebecca bradley,0
brendan doherty wants to raise the eligibility age for social security benefits for anyone born after  with no regard for the challenges it would cause for people working in physically demanding occupations,0
says sam houston opposed slavery and as governor said texas should not leave the union over slavery,1
our national debt is as low as it has been since world war ii,0
every time the people from newport tent work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent,1
debbie jackow unlike her opponent will not defund the  land program,0
the average age a child is trafficked into the commercial sex trade industry is between  and  years old,1
says  percent of the time police officers arent charged when they kill young people of color,1
six justices on the us supreme court have been confirmed in presidential election years since ,1
property taxes are now  higher than whenmark sharpefirst took office,0
the minimum number of infrastructure needs in atlanta is  million,1
the firefighter and police officer pension system is not headed for bankruptcy far from it thats because new jersey first responders  fire fighters and police officers  have never missed making payments to the retirement system,1
the truth was revealed there in that report that showed there was no unlawful or unethical activity on my part,0
says donald trump said he intends to open up additional areas off the coast to oil drilling during the campaign,1
here are the stats per population we kill each other with guns at a rate x more than japan x more than france x more than israel,1
students today take more years to get through college,0
says rick perry flipflopped on gay marriage by first saying it was a states rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage,0
congress decision to spend less around the world on embassy security contributed to tragedies like benghazi,0
the united states is about th in voter turnout among the industrialized nations and texas is near the bottom in terms of voter registration and voter turnout,1
under barack obamas plan the government would spend trillion more,1
in  nj economy ranked that the bottom with alabama mississippi wyoming under christie nj is falling behind,1
theres never been a us supreme court vacancy in the last i think  years lasting longer than  days,1
nearly  of all occupants of hud properties in us are illegals,0
oregon families pay an extra  a year on higher insurance premiums to cover those who do not have insurance,1
as soon as chris christie was governor he gave tax cuts to millionaires,1
ninety percent of americans want our background check system strengthened and expanded to cover more gun sales,1
over  percent of our trade deficit today is with countries that are not trade agreement partners that are not level playing fields for the united states,1
says ken cuccinelli wants to eliminate all forms of birth control,0
a bill that would halt the epa from regulating greenhouse gases would help stop rising gas prices,0
the measles vaccine has killed  people in the last decade while no one has died of measles,0
for our next two years in my state we will end with a structural surplus of  million,1
in virginia there has been a billion dollars in surplus over the last three years the legislature has spent less than  percent of that on roads,0
virginia women earnonly  cents to each dollar earned by men,1
says oil productions down where obamas in charge,1
every other major country has family paid leave,1
says a picture he posted on facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free,0
says that during president barack obamas tenure the united states has created  million new jobs,1
the national debt really added up  trillion in  and is on track to hit  trillion this year,0
president barack obama ordered our military to enlist illegal aliens,0
a government panel that didnt include cancer specialists says women shouldnt receive mammograms until age if government takes over health care recommendations like these could become the law for all kinds of diseases,0
this governor has cut funding repeatedly for people who have aids who need drugs to save their life,1
we have dozens of districts that go for  to  miles splitting counties splintering cities and connecting areas that have very little in common,1
congress gave an unelected board the power to deny care to seniors,1
i never said i was on the falkland islands,1
my state of florida is now the thirdlargest state we have surpassed new york in population,0
the latest quinnipiac poll found that nearly sixinten americans oppose obamacare   support the law and  oppose it,1
says wisconsin senate recall candidate jessica king voted to increase her pay with taxpayer dollars by  percent,0
says barack obama began his presidency with an apology tour,0
a texas law will repatriate  billion of gold bullion from the federal reserve in new york to texas,0
the majority of the hispanic population and the growth of the population is usborn,1
says barack obamas administration has admitted that money from its iran nuclear deal would go directly to terrorism,1
no bridge to nowhere could occur,0
when joe kyrillos had an opportunity to vote for women in terms of their health care not once not twice but six times he voted against womens health care in our state,1
when it comes to classified information at the state department hillary clintons the decider,1
right now im polling at about  percent against barack obama and mitt romney,0
food stamps have gone up twoandahalf times under barack obama,0
in the  studios deal wall street investors took a risk and went bust,0
says president barack obama broke his promise to keep a wisconsin gm plant from closing,0
the weight of the evidence on global warming is that most of it maybe all of it is because of natural causes  its fair to say the science is in dispute,0
mercedes said high taxes and the cost of doing business in new jersey worked to georgias advantage in landing the companys usa corporate headquarters,1
state department officials actually directed contracts for the haitian recovery after the earthquake to friends of the clintons,0
the federal government is making the decision whether we like it or not to send  refugees to our state from syria,1
beer drinking is not allowed in any illinois state parks,0
says us senate rival tommy thompson ran medicare into the ground and nine years closer to bankruptcy,0
on new dollar coins in god we trust is gone,0
freshman rep bob gibbs is spending his one year anniversary on vacation only working  days in all of january,0
early voting remains at  hours,0
says obama flipflopped on banning handguns,1
i remain one of the poorer members of the united states senate,1
the georgia dome has returned  billion in economic impact to the state of georgia,0
what happens is people like warren buffett and he says this himselfpay  percent on the millions of dollars that they earn from wealth income while their secretary is paying a higher rate on her work income its not right,1
other western countries have ended their dont ask dont tell policies,1
the us is borrowing approximately  for every  of economic growth so far in ,1
the northwest corridor highway project in cobb and cherokee counties is expected to create over  jobs statewide,0
the presidents own advisers have said theres a war on coal,0
because of the new health care law  million kids can no longer be denied for a preexisting condition,0
says hillary clinton is proposing destroying medicare for seniors,0
on supporting winner of democratic primary with her superdelegate vote,0
the irs has been specifically forbidden  from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance,1
a bill to advance the keystone xl pipeline is an earmark under house rules,0
says rick scott thinks employers should be able to deny women coverage for birth control,1
florida is the first state requiring drug testing to receive welfare,0
says hillary clinton wants to raise taxes on africanamerican owned businesses to as much as nearly  percent more than theyre paying now,0
a lot of people who go into prison straight and when they come out theyre gay,0
saysgop us senate candidate darryl glenn wants to eliminate the department of education and jeopardize college fundingfor  coloradans,1
the president of the united states will be taking a trip over to india that is expected to cost the taxpayers  million a day,0
michael bennet cast the deciding vote for the stimulus and the health care bill,0
white people control almost  percent of the nations wealth,1
 consumer laws were destroyed in  when gov scott walker signed act ,0
congress approves bill offering free cars to welfare recipients,0
wisconsin is not walking away from a dime in federal funds by rejecting the obamacare medicaid expansion,0
says that in  oregon ranked th  or th from the bottom  in percentage of children with untreated decay compared to  other states with similar data,0
says that as a supreme court justice greg abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer,1
the original compromise for the confederate battle flag in south carolina was to put it on the back side of the statehouse out of public view so it would not have any appearance of sovereignty,1
the nineday deer hunt contributes more than  billion in revenue to the state of wisconsin,1
weve now gained private sector jobs  months in a row,1
george bush sent people to war without body armor,1
says jeff brandes voted to allow staterun citizens property insurance to dump policies onto outofstate unregulated private companies,1
ch guevara wrote extensively about the superiority of white europeans over people of african descent,0
from  to  family incomes for rich middleincome and poor americans grew about the same rate but since  incomes for rich families have grown much faster,1
hitler abolished unions and thats what wisconsin gov scott walker is doing today,0
says ted kennedy sent a letter to then soviet leader yuri andropov apologizing for ronald reagan and begging the soviets not to overreact,0
page  of the house health care bill says specifically that people cant purchase private health insurance after a date certain,0
republicans went out of the way to praise eric holders nomination  not a single republican senator opposed eric holders nomination,1
we actually have not required in this law that you carry health insurance,0
states still face a mandate to expand medicaid coverage under president obamas health care reform law,0
saystom cotton voted against preparing america for pandemics like ebola,0
since president obama took full control of washington every single day more than  of our jobs have been lost,0
says nancy pelosi said waiting long hours in the emergency room will allow you to make new friends,0
the dream act was written by members of both parties when it came up for a vote a year and a half ago republicans in congress blocked it the bill hadnt changed  the only thing that had changed was politics,1
says former state sen kelli ward wanted to ban our intelligence agencies from operating in arizona,0
 threeyearolds and fouryearolds across america will lose access to the preschool head start program   in the state of florida alone,1
betty sutton and her fellow democrats went on a spending spree and now their credit card is maxed out,0
muslims attempted to establish the first islamic sharia court inside the united states in the town of irving texas,0
since january  the private sector has lost nearly  million jobs while local state and federal governments added ,0
of the  rhode island children in charter school lotteries for the fall more than  percent are poor  in addition a majority of them are students of color,1
yes this would be the same congressman rep pete hoekstra who last year tweeted the whereabouts of a topsecret mission to iraq,0
says the federal government could save  by eliminating a study of the connection between cocaine and risky sex habits of the japanese quail,1
on the cuba embargo,0
says scott walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students,0
obamas position on nuclear arms is a march toward global zero,1
once people become citizens under the dream act and turn  they can sponsor their illegal immigrant parents for legalization,1
says wisconsin manufacturers commerces own  survey revealed that just  percent of business executive respondents were in favor of righttowork legislation,0
the capitol police force is going so far as to use paramilitary equipment in dealing with singing protesters in madison,0
tens of thousands of fraudulent clinton votes found in ohio warehouse,0
when it comes to protesters in madison almost all are now from outside of wisconsin,0
says democratic runoff opponent grady yarbrough twice previously ran statewide as a republican,1
says us rep john barrow left taxpayers on the hook for k study on genetic makeup of ants,1
president obamas recent plan to cut  million of waste within his administration wont actually save money because hes going to spend it elsewhere,1
the estimated savings of this debt ceiling deal only pay for half of the cost of extending all of the bushera tax cuts for another decade,1
as florida secretary of state kurt browning allowed  illegal voters to register in florida,0
the only budget ted cruz ever voted for in his time in the senate is a budget that cut defense spending by more than barack obama proposes we cut it,0
rural schools enroll  percent of american children but receive only  percent of federal education funding,0
based on the august  national jobs numbers for every person who got a job nearly four people stopped looking for a job,1
on repealing the th amendment,0
more than  percent of the gains have gone to the top  percent,1
an aide acted on his own and was not representing the thompson campaign when he sent an email criticizing the sexual orientation of us senate candidate tammy baldwin,0
on immigration what reports say president barack obama plans to do is roughly on the same scale as what president george hw bush did,1
since  alone the obama administration has allowed  criminal aliens to return back into united states communities these are individuals encountered or identified by immigration and customs enforcement but who were not detained or processed for deportation because it wouldnt have been politically correct,1
shirley sherrod was forced to resign before anybody on fox said a word about this,1
that  percent increase in the third quarter gdp came from two things government spending on cash for clunkers they just moved fourthquarter auto sales into the third quarter and the firsttime home buyer thing,1
were  trillion now in debt with a president thats racked up as much debt as almost all of the other presidents combined,0
twentytwo million jobs were created during clintons two terms but only  million during bushs,1
in the new york th district there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support democrats  and its nothing more than that,0
a government shutdown could disrupt  veterans benefits,1
a family of four can make up to  a year and still get a subsidy for health insurance under the new federal health care law,1
an economic impact study found that for every  invested in prek in pennsylvania a total of  is generated in total spending within the state,1
last year it was discovered that rhode islands public employees ranked th in average pay while the private sector ranked rd,1
says will hurd said a borderlong usmexico wall absolutely makes sense,0
says state workers have not had acrosstheboard raises in six years,1
when i was in college we used to take a popcorn popper    and we would fry squirrel,1
ronald reagan raised taxes in     and ,1
says sen rand paul rky has stated that supporting the right to health care  means you believe in slavery,1
says bernie sanders health care plan would empower republicangovernors to take away medicaidto take away health insurance for lowincome and middleincome working americans,0
in  planned parenthood performed more prevention services and cancer screenings than abortions but in  there were more abortions,0
a proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent,1
says nothing in obamas  billion request to address the child immigrant situation actually secures the border,0
pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a preexisting condition,1
if youre earning under  a year and you commute to new york every day you pay more to the port authority in tolls than you pay to the state of new jersey in income tax,1
in chile they have  percent of the gdp in savings,1
there are  ohio jobs tied to the auto industry,1
the mexican government forces many bad people into our country,0
a sitting sheriff cannot be charged except by a warrant issued by a superior court judge,1
since  all virginia lottery profits have been used for public education in the commonwealth for kindergarten through th grade,1
says house republicans rejected a straightforward measure that would prevent members of congress and the president from being paid during a government shutdown,1
governor christie also remains the only governor since world war ii among both democrats and republicans who failed to have his party win control of at least one legislative body over the course of his term,0
sixtypercent of the state retireesdont get social security,0
over  of all donations raised from the als ice bucket challenge are going to fundraising overhead executive salaries and external donations,0
if you go strictly by the numbers crime is down across the board last year we had a  percent decrease in the most serious crimes,1
sunday liquor sales could generate  million to  million a year in additional sales tax revenue for georgia,1
says the  new hampshire budget ended with an  million surplus while the republicanled  budget has a  million deficit,1
says barack obama was silent on iran when the students took to the streets in tehran and the people there protested and the green revolution occurred,0
no candidate has run more negative ads in american history than barack obama did in  especially in the general,1
innercity crime is reaching record levels,0
the righttowork states have much lower level of unemployment than the union states do,1
oklahomas republican gov mary fallin signed a new law which makes you pay a special fee it will essentially fine people for the crime of using solar power,0
tampa mayoral opponent bob buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers,0
millions could lose their health care coverage and be forced into a government pool under the new health care law,0
a texas police department bought an ad telling drug dealers we can take your competition off the streets for free,1
only a few months ago the fbi arrested three broward county commissioners for accepting millions of dollars in trade for illegal favors,0
our unemployment rate has been higher than  percent for more than twoandahalf years far above what the obama administration promised with the stimulus,0
thanks in part to our alloftheabove strategy for american energy the united states generates more natural gas than anybody,1
state law says that once the state appraises a piece of property they can only pay it a certain amount above appraisal,1
ted cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants,0
says chris christie created this new category where you could get laid off and just be totally denied unemployment benefits forever,1
thanks to our reforms the average family will have an extra  to spend,1
measles is one of the most common causes of child blindness worldwide,1
when oil and gas prices sent state revenues up palin sent a large share of that revenue directly back to the people of alaska,1
says he was the only republican candidate at a prior debate who said lowerincome workers were being hurt by the economy,0
says hillary clintons top  donors are mainly banks corporations and media while bernie sanders top  donors are labor unions,1
portland community college serves more students than all of the states universities combined,0
if we dont spend money on a pier then that money does wipe into the general funds of the city or the county and if you send it to the county you never see it again,1
obamacare is    the largest tax increase in the history of the world,0
republican candidate for governor allan fung donated to democrats like congressman david cicilline disgraced house speaker gordon fox and even mr obamacare harry reid,1
says barack obama founded isis i would say the cofounder would be crooked hillary clinton,0
more than  job openings are listed on a state jobs website,1
when the united states invaded iraq saddam hussein wanted to acquire weapons of mass destruction and he said so himself after his capture,1
when asked about bills in congress important to the north country derrick responded i just dont know enough about it,0
except for virginia the other  states keep raising their gas tax,0
says  children have lost their head start slots because of the sequester,0
on disaster aid offsets,0
strickland raised taxes last year to the tune of  million,1
sarah palin has more experience than barack obama,0
a golf course closes somewhere in america every  hours,1
if you rent a uhaul to move your company it costs twice as much to go from san francisco to austin than the other way around because you cant find enough trucks to flee the golden state,1
the congressional budget office has already doubled its estimate for the cost of obamacare so far from roughly  billion to  trillion,0
oregons three largest employers and  of the top  are health care providers,0
we get  percent of our oil from the gulf of mexico,0
the department of energys billion ton study has shown that wind and solar energy combined could at best provide only  percent of our total energy needs,0
says the us constitution provides for just compensation when land is taken under eminent domain,1
says mitt romneys campaign has already spent more on negative ads than john mccain did during his entire presidential run,0
as we near the th anniversary of the  terrorist attacks we should not forget that some of the hijackers used new jersey drivers licenses to board those aircraft,0
for every  invested in business incubators up to nearly  local jobs are generated,1
although the governor doubled the beach fees    all the money as we found out is all going to an outofstate company the state isnt even getting the money for that,0
three presidents in the last century harding kennedy and reagan all cut taxes during recessions and produced rapid and dramatic economic recoveries while two herbert hoover and barack obama did the opposite,0
the congressional budget office analysis of the health insurance reform legislation says the bill cuts the deficit by  trillion in the second  years,1
says john barrow voted with obama  percent of the time,0
studies show that people that are on welfare are higher users of drugs than people not on welfare,1
the income of the top  percent nearly quadrupled from  to  but the typical familys incomes barely budged,1
john mccain has voted with george bush  percent of the time,1
says he and bernie sanders have very similar views on trade,1
on rob portmans watch as bushs trade czar our deficit with china exploded and as bushs budget chief portman oversaw a spending spree that doubled the deficit,1
sens mark warner and tim kaine voted to let the un take our guns,0
in just six years georgia has dropped from first in the nation from a businessfriendly legal climate to th,0
 million more americans living in poverty under president obama,1
hillary clinton is willing to have workers wages garnisheed if they refuse to buy health insurance,1
we have less crime in the rio grande valley than we do in other major texas cities,1
says in the last four years weve cut  million in ongoing revenue,0
financial conflictofinterest laws dont apply to the president right so the president doesnt have to have a blind trust,1
says nearly  million people are coming to town in the next  years,0
the house health care bill pays for about six years of program with a decade of revenue with the heaviest costs concentrated in the second five years,1
its just outrageous that under president bush the national institutes of health have been basically decreased in funding,0
kathryn starkey joined forces with liberal democrats on a historic sales tax hike,0
prices are going up unemployment is continuing to go up,1
says texas has the nations most uninsured residents,0
we are th in the nation for our graduation rate,1
welcome to houston the most diverse city in america,1
the white house has three staff calligraphers making between  and  each and just one national security director she makes ,0
says maggie hassan is the only female governor in the country,0
thomas paine wrote that the duty of a patriot is to protect his country from his government,0
weve dedicated more money from washington countys transportation budget to bike and ped projects under my watch than at any time in the history of washington county,1
the radiation coming from the new tsa body scanners is equivalent to about three minutes worth of air travel by anybody say at  feet,1
if fox news presidential debate rules had been in place during the electionbill clinton wouldnt have beenon the stage,0
